     Day,    Time,      AX,      AY,      AZ,θX(左右),θZ(前後),θY(上下),Rainfall,Humidity,Temperature
23/05/17,上午 5:30,0.007764,-0.993902,-0.074147,   0.446,  -85.71,  -4.266,       0,88.590613,21.803744
23/05/17,上午 5:35,0.007517,-0.993944,-0.073974,   0.432, -85.722,  -4.256,       0,90.011002,21.878247
23/05/17,上午 5:40,0.007377,-0.993987,-0.074784,   0.424, -85.677,  -4.302,       0,90.488562,21.896627
23/05/17,上午 5:45,0.007323,-0.994037,-0.074019,   0.421, -85.721,  -4.258,       0,90.058522,21.879721
23/05/17,上午 5:50, 0.00772,-0.994005,-0.074078,   0.444, -85.715,  -4.262,       0,90.488519, 21.8864
23/05/17,上午 5:55,0.007746,-0.993864,-0.074249,   0.445, -85.704,  -4.272,       0,90.452932,21.921226
23/05/17,上午 6:00,0.007704,-0.993986,-0.07427,   0.443, -85.704,  -4.273,       0,90.386667,21.967011
23/05/17,上午 6:05,0.007837,-0.994222,-0.074116,    0.45, -85.713,  -4.263,       0,90.642106,22.009175
23/05/17,上午 6:10,0.007891,-0.994285,-0.07436,   0.453, -85.699,  -4.277,       0,90.377982,22.093022
23/05/17,上午 6:15,0.007575,-0.993845,-0.074147,   0.435, -85.711,  -4.267,       0,90.307407,22.253999
23/05/17,上午 6:20,0.007765,-0.994123,-0.074241,   0.446, -85.706,  -4.271,       0,88.96297,22.423746
23/05/17,上午 6:25,0.007903,-0.994273,-0.074266,   0.454, -85.704,  -4.272,       0,88.880077,22.617281
23/05/17,上午 6:30,0.007833,-0.994414,-0.074144,    0.45, -85.712,  -4.264,       0,88.465383,22.806219
23/05/17,上午 6:35,0.007503,-0.99389,-0.074442,   0.431, -85.695,  -4.283,       0,86.717394,22.979843
23/05/17,上午 6:40,0.007926,-0.994216,-0.074318,   0.455, -85.701,  -4.275,       0,86.790983,23.160788
23/05/17,上午 6:45,0.007746,-0.994231,-0.074282,   0.445, -85.704,  -4.273,       0,86.666112,23.299383
23/05/17,上午 6:50,0.007481,-0.993934,-0.07395,    0.43, -85.723,  -4.255,       0,86.074295,23.418266
23/05/17,上午 6:55,0.007303,-0.994297,-0.074464,    0.42, -85.697,  -4.283,       0,84.980068,23.571357
23/05/17,上午 7:00,0.007833,-0.994337,-0.074488,    0.45, -85.692,  -4.284,       0,84.703956,23.73821
23/05/17,上午 7:05,0.007708,-0.993596,-0.074236,   0.443, -85.704,  -4.273,       0,84.540298,23.920687
23/05/17,上午 7:10,0.008053,-0.994049,-0.074676,   0.463, -85.679,  -4.296,       0,84.457423,23.997159
23/05/17,上午 7:15,0.007225,-0.993788,-0.074649,   0.415, -85.684,  -4.296,       0,83.921646,24.030453
23/05/17,上午 7:20,0.008066,-0.993668,-0.07468,   0.464, -85.677,  -4.298,       0,84.591186,24.018375
23/05/17,上午 7:25,0.007846,-0.993601,-0.074525,   0.451, -85.687,  -4.289,       0,81.018674,23.967599
23/05/17,上午 7:30,0.007813,-0.99369,-0.074499,   0.449, -85.689,  -4.287,       0,84.025178,23.944555
23/05/17,上午 7:35,0.007655,-0.993797,-0.074204,    0.44, -85.707,   -4.27,       0,84.833119,23.817582
23/05/17,上午 7:40,0.007738,-0.993938,-0.075021,   0.445, -85.661,  -4.316,       0,86.182116,23.739532
23/05/17,上午 7:45,0.007719,-0.993692,-0.074809,   0.444, -85.672,  -4.305,       0,86.448241,23.701446
23/05/17,上午 7:50,0.008114,-0.993955,-0.074549,   0.466, -85.685,  -4.289,       0,86.268268,23.743379
23/05/17,上午 7:55,0.007979,-0.993824,-0.074163,   0.459, -85.708,  -4.268,       0,85.740303,23.816939
23/05/17,上午 8:00,0.007812,-0.993735,-0.073967,   0.449,  -85.72,  -4.257,       0,85.316974,23.875501
23/05/17,上午 8:05,0.007813,-0.994082,-0.074617,   0.449, -85.684,  -4.293,       0,84.370891,24.043952
23/05/17,上午 8:10,0.007804,-0.994135,-0.074705,   0.448, -85.679,  -4.297,       0,78.751442,24.169621
23/05/17,上午 8:15,0.007199,-0.994364,-0.073998,   0.414, -85.724,  -4.256,       0,81.462894,24.589983
23/05/17,上午 8:20,0.007611,-0.993632,-0.074002,   0.438, -85.718,  -4.259,       0,79.009271,24.726324
23/05/17,上午 8:25,0.007955,-0.994168,-0.074122,   0.457, -85.712,  -4.264,       0,80.895387,24.843122
23/05/17,上午 8:30,0.007636,-0.99411,-0.074393,   0.439, -85.698,   -4.28,       0,79.485655,24.965948
23/05/17,上午 8:35,0.007977,-0.994161,-0.074251,   0.458, -85.704,  -4.271,       0,76.538744,25.134278
23/05/17,上午 8:40,0.007928,-0.994123,-0.074487,   0.456, -85.691,  -4.285,       0,74.587679,25.464074
23/05/17,上午 8:45,0.008181,-0.993802,-0.074138,    0.47, -85.708,  -4.266,       0,74.96906,25.88939
23/05/17,上午 8:50,0.008191,-0.994117,-0.073882,   0.471, -85.724,   -4.25,       0,72.254453,26.090758
23/05/17,上午 8:55, 0.00793,-0.994043,-0.074251,   0.456, -85.704,  -4.272,       0,74.461927,26.226919
23/05/17,上午 9:00,0.008156,-0.993709,-0.074192,   0.469, -85.704,   -4.27,       0,73.688358,26.412747
23/05/17,上午 9:05, 0.00799,-0.994277,-0.074516,   0.459,  -85.69,  -4.286,       0,70.466971,26.515802
23/05/17,上午 9:15,0.007733,-0.99349,-0.073929,   0.445, -85.721,  -4.256,       0,68.08872,27.497287
23/05/17,上午 9:20,0.008124,-0.994435,-0.074242,   0.467, -85.705,  -4.269,       0,71.128831,27.677855
23/05/17,上午 9:25,0.008033,-0.99328,-0.073958,   0.462, -85.717,  -4.258,       0,69.568108,27.819291
23/05/17,上午 9:30,0.007807,-0.994166,-0.07379,   0.449, -85.732,  -4.245,       0,62.13199,28.246696
23/05/17,上午 9:35,0.008137,-0.994064,-0.074348,   0.468, -85.697,  -4.277,       0,65.994653,28.722129
23/05/17,上午 9:40,0.007875,-0.993541,-0.074073,   0.453, -85.712,  -4.264,       0,62.283304,28.976438
23/05/17,上午 9:45,0.008294,-0.993882,-0.074191,   0.477, -85.704,  -4.269,       0,66.662565,29.233275
23/05/17,上午 9:50,0.007653,-0.993692,-0.074158,    0.44, -85.709,  -4.268,       0,63.091121,29.526507
23/05/17,上午 9:55, 0.00816,-0.993775,-0.074186,   0.469, -85.705,  -4.269,       0,60.556421,29.698435
23/05/17,上午 10:00,0.008024,-0.993995,-0.074084,   0.461, -85.713,  -4.262,       0,63.07798,30.070039
23/05/17,上午 10:05,0.008181,-0.993343,-0.074174,   0.471, -85.704,   -4.27,       0,57.94223,30.627399
23/05/17,上午 10:10,0.007985,-0.993795,-0.074034,   0.459, -85.715,   -4.26,       0,62.943499,31.044405
23/05/17,上午 10:15, 0.00794,-0.993614,-0.074255,   0.457, -85.702,  -4.274,       0,51.999262,31.477006
23/05/17,上午 10:20,0.008415,-0.99378,-0.074049,   0.484, -85.711,  -4.261,       0,50.83756,31.848837
23/05/17,上午 10:25,0.008337,-0.993845,-0.073799,   0.479, -85.726,  -4.247,       0,51.578463,31.993371
23/05/17,上午 10:30,0.007757,-0.993865,-0.074351,   0.446, -85.699,  -4.278,       0,50.703586,32.366407
23/05/17,上午 10:35,0.008109,-0.994151,-0.073801,   0.466, -85.729,  -4.245,       0,50.17815,32.567564
23/05/17,上午 10:40,0.008093,-0.993731,-0.073954,   0.465, -85.719,  -4.256,       0,55.401849,32.616303
23/05/17,上午 10:45,  0.0083,-0.993924,-0.074346,   0.477, -85.696,  -4.278,       0,50.042134,32.737153
23/05/17,上午 10:50,0.007966,-0.993841,-0.074574,   0.458, -85.684,  -4.291,       0,58.120917,32.855957
23/05/17,上午 10:55,0.008187,-0.993875,-0.073777,   0.471, -85.729,  -4.245,       0,49.623072,32.626134
23/05/17,上午 11:00,0.008596,-0.993976,-0.074298,   0.494, -85.697,  -4.275,       0,51.809891,  32.702
23/05/17,上午 11:05,0.008007,-0.993686,-0.074231,    0.46, -85.703,  -4.272,       0,54.404804,32.637877
23/05/17,上午 11:10, 0.00835,-0.993973,-0.074317,    0.48, -85.697,  -4.276,       0,56.80192,32.339234
23/05/17,上午 11:15,0.007931,-0.994231,-0.073875,   0.456, -85.726,  -4.249,       0,57.402228,32.549847
23/05/17,上午 11:20,0.007908,-0.994298,-0.073833,   0.454, -85.729,  -4.247,       0,49.754346,33.336844
23/05/17,上午 11:25,0.008111,-0.993426,-0.074115,   0.466, -85.708,  -4.267,       0,49.552781,33.237902
23/05/17,上午 11:30,0.008713,-0.994313,-0.073861,   0.501, -85.722,  -4.248,       0,51.881241,33.362848
23/05/17,上午 11:35,0.007792,-0.994271,-0.074454,   0.448, -85.694,  -4.282,       0,55.157115,32.784357
23/05/17,上午 11:40,0.008203,-0.993641,-0.074051,   0.472, -85.712,  -4.262,       0,54.638719,32.15439
23/05/17,上午 11:45,0.008188,-0.993574,-0.074551,   0.471, -85.683,  -4.291,       0,57.95589,31.402391
23/05/17,上午 11:50,0.007894,-0.993255,-0.074386,   0.454, -85.693,  -4.283,       0,57.041654,31.069928
23/05/17,上午 11:55,0.008445,-0.993754,-0.074631,   0.486, -85.678,  -4.295,       0,64.384144,30.899686
23/05/17,下午 12:00,0.007935,-0.993705,-0.074027,   0.456, -85.715,   -4.26,       0,63.976421,30.934911
23/05/17,下午 12:05, 0.00828,-0.993881,-0.073803,   0.476, -85.727,  -4.247,       0,65.936435,30.891373
23/05/17,下午 12:10,0.008215,-0.993743,-0.074048,   0.472, -85.712,  -4.261,       0,63.562674,31.618597
23/05/17,下午 12:15,0.008243,-0.99377,-0.074045,   0.474, -85.713,  -4.261,       0,51.183755,32.530683
23/05/17,下午 12:20, 0.00875,-0.993789,-0.074164,   0.503, -85.703,  -4.268,       0,49.574737,32.905708
23/05/17,下午 12:25,0.007592,-0.994023,-0.074282,   0.436, -85.704,  -4.274,       0,63.347597,32.805252
23/05/17,下午 12:30,0.007983, -0.9939,-0.074248,   0.459, -85.703,  -4.272,       0,47.944172,33.557566
23/05/17,下午 12:35,0.008047,-0.993741,-0.074604,   0.463, -85.682,  -4.293,       0,44.486311,34.417794
23/05/17,下午 12:40,0.008166,-0.994117,-0.074285,   0.469, -85.701,  -4.273,       0,43.579598,35.364969
23/05/17,下午 12:45,0.007726,-0.99388,-0.074154,   0.444,  -85.71,  -4.267,       0,43.86045,35.447672
23/05/17,下午 12:50,0.008275,-0.994039,-0.074201,   0.476, -85.705,  -4.269,       0,43.253799,35.738676
23/05/17,下午 12:55,0.008273,-0.993472,-0.073991,   0.476, -85.714,  -4.259,       0,42.909867,35.757701
23/05/17,下午 1:00,0.007943,-0.993888,-0.074267,   0.457, -85.702,  -4.273,       0,42.701997,35.714889
23/05/17,下午 1:05,0.007922,-0.99344,-0.074051,   0.456, -85.713,  -4.263,       0,47.893968,35.064297
23/05/17,下午 1:10,0.008226,-0.994343,-0.074133,   0.473,  -85.71,  -4.264,       0,51.875272,34.506007
23/05/17,下午 1:15,0.008135, -0.9935,-0.074149,   0.468, -85.706,  -4.268,       0,49.042581,34.462277
23/05/17,下午 1:20,0.008123,-0.993965,-0.07386,   0.467, -85.725,   -4.25,       0,47.506256,34.845543
23/05/17,下午 1:25,0.008869,-0.99421,-0.074243,    0.51, -85.699,  -4.271,       0,49.860252,34.229478
23/05/17,下午 1:30,0.008309,-0.993906,-0.074257,   0.478, -85.701,  -4.273,       0,54.270248,33.585269
23/05/17,下午 1:35,0.008295,-0.993775,-0.074381,   0.477, -85.693,   -4.28,       0,56.984209,32.923629
23/05/17,下午 1:40,0.008436,-0.993883,-0.074281,   0.485, -85.698,  -4.274,       0,60.355325,32.503689
23/05/17,下午 1:45,0.008793,-0.993546,-0.073655,   0.506,  -85.73,   -4.24,       0,61.453941,32.223829
23/05/17,下午 1:50,0.008569,-0.994003,-0.074352,   0.493, -85.694,  -4.278,       0,61.482586,32.323659
23/05/17,下午 1:55,0.008057,-0.993902,-0.074113,   0.463,  -85.71,  -4.264,       0,59.068448,32.512799
23/05/17,下午 2:00,0.008409,-0.993972,-0.074753,   0.483, -85.672,  -4.301,       0,61.283196,32.387595
23/05/17,下午 2:05,0.008302,-0.993474,-0.073902,   0.477, -85.719,  -4.254,       0, 60.6668,32.133388
23/05/17,下午 2:10,0.008174,-0.99415,-0.07454,    0.47, -85.686,  -4.288,       0,62.667216,32.041529
23/05/17,下午 2:15,0.008307,-0.993327,-0.074218,   0.478,   -85.7,  -4.273,       0,62.367911,31.691849
23/05/17,下午 2:20,0.008363,-0.99353,-0.073967,   0.481, -85.715,  -4.258,       0,64.680306,31.247312
23/05/17,下午 2:25,0.007983,-0.993472,-0.073871,   0.459, -85.723,  -4.252,       0,65.631495,30.773849
23/05/17,下午 2:30,0.008158,-0.993652,-0.074282,   0.469, -85.699,  -4.275,       0,65.378819,30.364198
23/05/17,下午 2:35, 0.00793,-0.993796,-0.073976,   0.456, -85.719,  -4.257,       0,67.618649,30.030408
23/05/17,下午 2:40,0.007587,-0.993744,-0.074384,   0.436, -85.697,  -4.281,       0,70.163806,29.790423
23/05/17,下午 2:45,0.008411,-0.993718,-0.073957,   0.484, -85.716,  -4.256,       0,71.121608,29.57052
23/05/17,下午 2:50,0.008243,-0.993385,-0.074384,   0.474, -85.692,  -4.282,       0,70.938681,29.362306
23/05/17,下午 2:55,0.008602,-0.993677,-0.074107,   0.495, -85.706,  -4.265,       0,70.778494,29.135695
23/05/17,下午 3:00,0.008272,-0.993743,-0.073474,   0.476, -85.745,  -4.228,       0,72.688575,29.108525
23/05/17,下午 3:05,0.008427,-0.993638,-0.073949,   0.485, -85.716,  -4.256,       0,71.675418,29.32764
23/05/17,下午 3:10,0.008114,-0.993919,-0.074275,   0.466, -85.701,  -4.274,       0,71.01922,29.414465
23/05/17,下午 3:15,0.008238,-0.993801,-0.073986,   0.474, -85.716,  -4.258,       0,69.735175,29.445735
23/05/17,下午 3:20,0.008039,-0.994139,-0.074066,   0.462, -85.714,  -4.261,       0,73.005229,29.301879
23/05/17,下午 3:25, 0.00872,-0.993588,-0.07385,   0.501,  -85.72,  -4.251,       0,62.308519,29.181273
23/05/17,下午 3:30,0.008083,-0.993972,-0.074334,   0.465, -85.698,  -4.277,       0,60.311639,29.273395
23/05/17,下午 3:35,0.008066,-0.993819,-0.074626,   0.464, -85.681,  -4.294,       0, 61.1217,29.188129
23/05/17,下午 3:40,0.008226,-0.99343,-0.074681,   0.473, -85.675,  -4.299,       0,57.08974,29.264864
23/05/17,下午 3:45,0.007825,-0.993926,-0.074491,    0.45,  -85.69,  -4.286,       0,55.676154,29.244637
23/05/17,下午 3:50,0.008406,-0.994226,-0.074547,   0.483, -85.685,  -4.288,       0,60.587545,29.420826
23/05/17,下午 3:55,0.008658,-0.994304,-0.073966,   0.498, -85.717,  -4.254,       0,58.416167,29.838907
23/05/17,下午 4:00, 0.00792,-0.994041,-0.074269,   0.455, -85.703,  -4.273,       0,57.903869,29.738323
23/05/17,下午 4:05,0.007894,-0.993522,-0.073848,   0.454, -85.725,  -4.251,       0,57.176906,29.451864
23/05/17,下午 4:10,0.007439,-0.994079,-0.074042,   0.428, -85.719,   -4.26,       0,59.126092,29.816664
23/05/17,下午 4:15,0.008415,-0.994464,-0.073761,0.483498, -4.2418,-85.730633,       0,56.401419,30.452193
23/05/17,下午 4:20,0.008582,-0.994624,-0.07382,0.492995,-4.244515,-85.726846,       0,54.781995,30.547219
23/05/17,下午 4:25,0.008312,-0.993219,-0.073848,0.478163,-4.252118,-85.720982,       0,56.001442,30.300334
23/05/17,下午 4:30,0.007578,-0.993851,-0.073675,0.435684,-4.239508,-85.738083,       0,56.177675,29.939193
23/05/17,下午 4:35,0.008095,-0.994344,-0.073755,0.465133,-4.24196,-85.732523,       0,57.017012,29.58584
23/05/17,下午 4:40,0.007669,-0.99395,-0.073744,0.440854,-4.243025,-85.734051,       0,58.996944,29.454362
23/05/17,下午 4:45,0.007668,-0.994644,-0.075159,0.440441,-4.321162,-85.656365,       0,58.492482,29.205457
23/05/17,下午 4:50,0.009232,-0.994058,-0.074156,0.530628,-4.266152,-85.700854,       0,61.106942,28.936156
23/05/17,下午 4:55,0.008159,-0.995226,-0.075298,0.468394,-4.32659,-85.648034,       0,63.434841,28.603221
23/05/17,下午 5:00,0.007837,-0.994766,-0.073547,0.450173,-4.228272,-85.747744,       0,63.469995,28.368246
23/05/17,下午 5:05,0.007693,-0.994679,-0.074341,0.441879,-4.274116,-85.703019,       0,60.314092,28.563908
23/05/17,下午 5:10, 0.00758,-0.994618,-0.074297,0.435433,-4.271876,-85.705907,       0,58.83355,28.809046
23/05/17,下午 5:15,0.006844,-0.994921,-0.074045,0.393063,-4.256196,-85.725626,       0,58.865233,28.910286
23/05/17,下午 5:20,0.008275,-0.995265,-0.074261, 0.47502,-4.267026,-85.706517,       0,59.289779,28.841734
23/05/17,下午 5:25,0.008245,-0.994067,-0.074038, 0.47389,-4.259345,-85.714277,       0,63.659753,28.637947
23/05/17,下午 5:30,0.008667,-0.994565,-0.074463,0.497893,-4.281549,-85.689491,       0,64.439787,28.35042
23/05/17,下午 5:35,0.008588,-0.994059,-0.074594,0.493611,-4.291249,-85.680349,       0,65.097006,28.159107
23/05/17,下午 5:40,0.008096,-0.993984,-0.074048,0.465402,-4.260329,-85.714233,       0,66.605914,27.908069
23/05/17,下午 5:45,0.007995,-0.994095,-0.073761,0.459525,-4.24338,-85.731721,       0,63.795751,27.724668
23/05/17,下午 5:50,0.008096,-0.994054,-0.073588,0.465334,-4.233611,-85.740799,       0,66.609035,27.678417
23/05/17,下午 5:55,0.008386,-0.994627,-0.07382,0.481747,-4.244506,-85.728143,       0,67.444666,27.503201
23/05/17,下午 6:00,0.008667,-0.993716,-0.074077,0.498306,-4.263067,-85.707802,       0,68.811008,27.334382
23/05/17,下午 6:05,0.009166,-0.993963,-0.074844,0.526852,-4.305968,-85.6618,       0,70.413951,27.236128
23/05/17,下午 6:10,0.008273,-0.994962,-0.074009,0.475107,-4.253914,-85.719539,       0,68.891006,27.093623
23/05/17,下午 6:15,0.006988,-0.994608,-0.073322,0.401486,-4.216079,-85.764779,       0,71.350946,26.962889
23/05/17,下午 6:20,0.006832,-0.993771,-0.074523, 0.39279,-4.288515,-85.693468,       0,70.420233,26.754017
23/05/17,下午 6:25,0.008283,-0.994404,-0.074547,0.475908,-4.287089,-85.686479,       0,71.721636,26.59693
23/05/17,下午 6:30,0.008416,-0.99472,-0.073431,0.483409,-4.221827,-85.750488,       0,73.340523,26.508679
23/05/17,下午 6:35,0.008143,-0.994338,-0.073861,0.467901,-4.248074,-85.726141,       0,72.342095,26.439409
23/05/17,下午 6:40,0.009474,-0.994547,-0.073628,0.544284,-4.233798,-85.731233,       0,74.022386,26.327995
23/05/17,下午 6:45,0.008727,-0.994727,-0.073683,0.501268,-4.236192,-85.734145,       0,72.386895,26.248351
23/05/17,下午 6:50,0.008425,-0.994422,-0.074734,0.484056,-4.297752,-85.674973,       0,73.337623,26.127138
23/05/17,下午 6:55,0.007855,-0.994543,-0.074155,0.451251,-4.264039,-85.712062,       0,74.95761,26.057418
23/05/17,下午 7:00,0.008389,-0.994445,-0.073973,0.482007,-4.254055,-85.718626,       0,76.683416,26.012608
23/05/17,下午 7:05,0.008735,-0.994926,-0.073889,0.501612,-4.247161,-85.723213,       0, 75.8262,25.906746
23/05/17,下午 7:10,0.006657,-0.994238,-0.074361,0.382553, -4.2772,-85.705663,       0,77.172283,25.836176
23/05/17,下午 7:15,0.008418,-0.994299,-0.074069,0.483755,-4.26014,-85.712381,       0,74.641042,25.740993
23/05/17,下午 7:20,0.007647,-0.994582,-0.073875,0.439316,-4.24786,-85.729401,       0,76.248855,25.706259
23/05/17,下午 7:25,0.009161,-0.994599,-0.074644,0.526225,-4.29177,-85.675969,       0,75.892532,25.681364
